id,ACTION
202,0.918000
203,0.996000
204,0.970000
205,0.884000
206,0.976000
207,0.996000
208,0.994000
209,0.336000
210,0.722000
211,0.974000
212,0.848000
213,1.000000
214,0.998000
215,0.998000
216,0.998000
217,0.994000
218,0.964000
219,0.998000
220,0.980000
221,0.754000
222,1.000000
223,0.998000
224,0.976000
225,0.998000
226,0.858000
227,0.946000
228,0.996000
229,1.000000
230,1.000000
231,0.958000
232,0.850000
233,0.948000
234,0.226000
235,1.000000
236,0.672000
237,1.000000
238,0.960000
239,0.972000
240,0.998000
241,0.980000
242,0.588000
243,0.228000
244,0.988000
245,0.990000
246,0.990000
247,0.992000
248,0.988000
249,0.978000
250,0.994000
251,0.956000
252,0.660000
253,0.966000
254,1.000000
255,0.998000
256,0.974000
257,0.994000
258,0.842000
259,0.998000
260,0.998000
261,0.962000
262,0.982000
263,1.000000
264,1.000000
265,0.998000
266,0.974000
267,0.996000
268,0.998000
269,0.988000
270,1.000000
271,0.998000
272,0.880000
273,1.000000
274,0.270000
275,1.000000
276,0.944000
277,0.958000
278,0.994000
279,0.892000
280,0.976000
281,1.000000
282,0.970000
283,0.968000
284,0.908000
285,0.998000
286,0.978000
287,0.994000
288,0.996000
289,0.994000
290,1.000000
291,0.870000
292,0.530000
293,0.978000
294,0.946000
295,0.996000
296,0.062000
297,0.298000
298,0.994000
299,0.902000
300,0.994000
301,0.936000
302,1.000000
303,0.824000
304,0.964000
305,1.000000
306,0.998000
307,1.000000
308,1.000000
309,1.000000
310,0.994000
311,1.000000
312,0.992000
313,1.000000
314,0.980000
315,0.970000
316,1.000000
317,0.940000
318,1.000000
319,0.998000
320,1.000000
321,0.994000
322,0.084000
323,0.998000
324,0.978000
325,0.974000
326,0.824000
327,0.998000
328,1.000000
329,0.986000
330,0.852000
331,0.998000
332,1.000000
333,0.978000
334,0.976000
335,0.998000
336,0.890000
337,0.986000
338,1.000000
339,1.000000
340,0.970000
341,0.974000
342,0.982000
343,0.898000
344,1.000000
345,0.978000
346,0.926000
347,0.996000
348,0.988000
349,0.978000
350,0.506000
351,0.998000
352,1.000000
353,0.986000
354,0.540000
355,0.980000
356,0.998000
357,0.970000
358,0.990000
359,0.992000
360,0.620000
361,0.986000
362,0.994000
363,1.000000
364,0.958000
365,1.000000
366,0.998000
367,0.998000
368,0.992000
369,0.978000
370,0.998000
371,1.000000
372,0.940000
373,0.826000
374,0.162000
375,1.000000
376,0.994000
377,0.674000
378,0.980000
379,0.996000
380,0.954000
381,0.760000
382,1.000000
383,1.000000
384,0.938000
385,0.782000
386,1.000000
387,0.842000
388,0.888000
389,1.000000
390,0.996000
391,0.952000
392,0.986000
393,0.996000
394,1.000000
395,0.992000
396,1.000000
397,0.998000
398,0.994000
399,0.996000
400,0.996000
401,0.970000
402,0.998000
403,0.998000
404,0.766000
405,0.996000
406,0.942000
407,0.982000
408,0.994000
409,0.994000
410,1.000000
411,0.998000
412,0.940000
413,0.992000
414,0.952000
415,0.994000
416,0.958000
417,0.998000
418,0.990000
419,0.942000
420,0.998000
421,1.000000
422,1.000000
423,0.984000
424,0.932000
425,0.998000
426,0.998000
427,0.984000
428,1.000000
429,0.742000
430,1.000000
431,1.000000
432,0.802000
433,0.972000
434,0.998000
435,0.952000
436,0.992000
437,0.930000
438,0.126000
439,0.824000
440,0.106000
441,1.000000
442,0.992000
443,0.986000
444,1.000000
445,0.988000
446,1.000000
447,0.930000
448,0.996000
449,1.000000
450,0.996000
451,0.980000
452,1.000000
453,1.000000
454,0.706000
455,0.994000
456,0.996000
457,0.996000
458,0.946000
459,1.000000
460,0.190000
461,0.478000
462,1.000000
463,0.996000
464,0.990000
465,1.000000
466,1.000000
467,0.106000
468,0.968000
469,0.998000
470,0.998000
471,0.986000
472,0.950000
473,1.000000
474,0.996000
475,0.990000
476,0.972000
477,0.998000
478,0.996000
479,0.986000
480,0.998000
481,0.988000
482,0.996000
483,1.000000
484,0.998000
485,1.000000
486,1.000000
487,0.982000
488,0.974000
489,1.000000
490,0.996000
491,1.000000
492,0.992000
493,0.858000
494,1.000000
495,1.000000
496,1.000000
497,0.996000
498,1.000000
499,0.996000
500,1.000000
501,0.992000
502,0.556000
503,0.998000
504,0.998000
505,0.786000
506,0.994000
507,1.000000
508,0.984000
509,0.978000
510,0.150000
511,0.992000
512,0.982000
513,0.992000
514,0.902000
515,0.996000
516,0.996000
517,0.998000
518,0.974000
519,0.950000
520,0.684000
521,1.000000
522,0.904000
523,0.988000
524,0.104000
525,0.990000
526,0.384000
527,0.944000
528,0.994000
529,0.926000
530,0.990000
531,0.984000
532,0.996000
533,0.978000
534,0.976000
535,0.990000
536,0.996000
537,0.996000
538,0.984000
539,0.952000
540,1.000000
541,0.990000
542,0.992000
543,0.388000
544,0.960000
545,0.956000
546,1.000000
547,0.550000
548,0.992000
549,0.900000
550,0.996000
551,1.000000
552,0.978000
553,1.000000
554,0.942000
555,0.968000
556,0.992000
557,1.000000
558,0.998000
559,0.998000
560,0.976000
561,0.934000
562,0.992000
563,0.994000
564,0.926000
565,0.996000
566,0.832000
567,0.948000
568,0.960000
569,1.000000
570,0.996000
571,0.680000
572,1.000000
573,0.844000
574,0.890000
575,0.998000
576,1.000000
577,0.982000
578,0.976000
579,0.836000
580,0.976000
581,1.000000
582,0.980000
583,0.990000
584,0.978000
585,1.000000
586,0.704000
587,0.992000
588,0.958000
589,0.982000
590,0.982000
591,0.998000
592,0.998000
593,0.964000
594,0.974000
595,1.000000
596,0.970000
597,0.994000
598,0.998000
599,0.960000
600,0.996000
601,0.994000
602,0.992000
603,1.000000
604,0.954000
605,0.990000
606,0.974000
607,1.000000
608,0.972000
609,0.950000
610,0.978000
611,0.998000
612,0.982000
613,0.926000
614,0.420000
615,1.000000
616,0.686000
617,1.000000
618,0.852000
619,0.998000
620,0.932000
621,0.992000
622,0.986000
623,0.974000
624,0.664000
625,0.982000
626,1.000000
627,1.000000
628,0.994000
629,0.986000
630,1.000000
631,0.988000
632,0.966000
633,1.000000
634,0.998000
635,0.970000
636,0.998000
637,0.998000
638,0.972000
639,0.984000
640,1.000000
641,0.994000
642,0.994000
643,0.992000
644,0.968000
645,0.984000
646,0.880000
647,0.972000
648,0.990000
649,0.998000
650,0.978000
651,0.982000
652,0.996000
653,0.730000
654,0.998000
655,0.944000
656,0.998000
657,0.968000
658,0.990000
659,0.970000
660,0.998000
661,0.946000
662,0.968000
663,0.994000
664,0.982000
665,0.994000
666,0.366000
667,0.874000
668,1.000000
669,0.956000
670,0.624000
671,0.950000
672,0.812000
673,0.376000
674,0.982000
675,0.982000
676,0.968000
677,0.914000
678,1.000000
679,0.994000
680,0.966000
681,0.444000
682,0.560000
683,0.998000
684,0.980000
685,0.994000
686,0.952000
687,0.984000
688,1.000000
689,0.992000
690,0.994000
691,0.998000
692,0.978000
693,0.612000
694,0.988000
695,0.996000
696,0.974000
697,0.990000
698,0.998000
699,0.986000
700,0.986000
701,0.928000
702,0.998000
703,0.984000
704,0.982000
705,0.992000
706,0.958000
707,0.566000
708,0.998000
709,0.952000
710,0.990000
711,0.482000
712,0.994000
713,1.000000
714,0.998000
715,0.994000
716,0.956000
717,0.994000
718,0.988000
719,1.000000
720,0.992000
721,0.906000
722,0.982000
723,0.992000
724,0.980000
725,1.000000
726,0.998000
727,0.990000
728,0.994000
729,0.982000
730,0.928000
731,0.940000
732,1.000000
733,0.996000
734,0.996000
735,0.994000
736,0.810000
737,0.996000
738,0.986000
739,1.000000
740,0.996000
741,1.000000
742,0.972000
743,1.000000
744,0.992000
745,0.998000
746,1.000000
747,0.998000
748,0.992000
749,1.000000
750,0.992000
751,0.984000
752,1.000000
753,1.000000
754,0.996000
755,0.990000
756,0.886000
757,0.986000
758,0.996000
759,0.990000
760,0.998000
761,0.992000
762,0.996000
763,0.814000
764,0.998000
765,0.984000
766,0.998000
767,0.864000
768,1.000000
769,0.950000
770,0.976000
771,0.994000
772,0.988000
773,0.986000
774,0.982000
775,1.000000
776,0.654000
777,1.000000
778,0.986000
779,0.974000
780,0.980000
781,0.762000
782,0.994000
783,0.882000
784,0.998000
785,0.936000
786,0.992000
787,0.992000
788,0.996000
789,0.998000
790,0.924000
791,0.978000
792,1.000000
793,0.946000
794,0.958000
795,0.992000
796,0.992000
797,0.976000
798,0.984000
799,0.974000
800,1.000000
801,1.000000
802,0.998000
803,0.966000
804,0.980000
805,0.996000
806,0.998000
807,0.826000
808,0.944000
809,0.986000
810,0.998000
811,0.930000
812,0.392000
813,0.998000
814,0.958000
815,0.446000
816,0.998000
817,0.988000
818,0.992000
819,0.996000
820,0.998000
821,0.918000
822,0.992000
823,1.000000
824,1.000000
825,0.996000
826,0.974000
827,1.000000
828,0.924000
829,0.956000
830,0.986000
831,0.986000
832,0.964000
833,0.954000
834,0.988000
835,1.000000
836,0.966000
837,0.926000
838,0.990000
839,0.954000
840,0.976000
841,0.992000
842,1.000000
843,1.000000
844,0.994000
845,0.994000
846,0.998000
847,1.000000
848,1.000000
849,1.000000
850,0.856000
851,0.996000
852,0.998000
853,0.968000
854,0.660000
855,0.964000
856,1.000000
857,0.988000
858,0.946000
859,1.000000
860,0.998000
861,1.000000
862,0.920000
863,0.996000
864,0.972000
865,0.926000
866,0.984000
867,0.998000
868,0.974000
869,0.998000
870,1.000000
871,0.986000
872,0.928000
873,0.992000
874,0.984000
875,1.000000
876,0.996000
877,0.962000
878,0.970000
879,0.986000
880,0.982000
881,0.980000
882,0.984000
883,1.000000
884,0.890000
885,0.974000
886,0.994000
887,0.994000
888,1.000000
889,1.000000
890,1.000000
891,1.000000
892,0.856000
893,0.592000
894,0.988000
895,0.984000
896,0.996000
897,0.456000
898,0.964000
899,0.958000
900,1.000000
901,0.996000
902,0.962000
903,0.990000
904,1.000000
905,0.996000
906,0.990000
907,0.998000
908,1.000000
909,0.906000
910,0.960000
911,0.966000
912,0.986000
913,0.998000
914,0.992000
915,1.000000
916,0.998000
917,1.000000
918,1.000000
919,1.000000
920,0.996000
921,0.968000
922,1.000000
923,0.950000
924,0.956000
925,0.982000
926,1.000000
927,0.996000
928,0.994000
929,0.980000
930,0.998000
931,0.974000
932,0.964000
933,0.932000
934,0.990000
935,1.000000
936,0.804000
937,0.998000
938,0.994000
939,0.986000
940,1.000000
941,0.996000
942,0.976000
943,0.298000
944,1.000000
945,0.912000
946,0.946000
947,0.994000
948,0.946000
949,0.998000
950,1.000000
951,1.000000
952,0.908000
953,1.000000
954,1.000000
955,1.000000
956,0.370000
957,0.962000
958,1.000000
959,0.676000
960,0.898000
961,0.934000
962,0.986000
963,1.000000
964,0.992000
965,0.948000
966,0.924000
967,0.978000
968,0.978000
969,0.994000
970,0.998000
971,0.978000
972,1.000000
973,0.974000
974,1.000000
975,0.998000
976,0.988000
977,0.994000
978,0.982000
979,1.000000
980,0.432000
981,1.000000
982,0.998000
983,1.000000
984,0.310000
985,0.948000
986,0.982000
987,1.000000
988,0.998000
989,0.990000
990,0.270000
991,0.214000
992,0.870000
993,1.000000
994,1.000000
995,0.984000
996,0.996000
997,0.546000
998,0.994000
999,1.000000
1000,0.982000
1001,0.800000
1002,0.838000
1003,1.000000
1004,0.992000
1005,0.996000
1006,0.988000
1007,0.962000
1008,1.000000
1009,1.000000
1010,0.994000
1011,1.000000
1012,0.998000
1013,0.988000
1014,0.992000
1015,0.930000
1016,0.998000
1017,0.134000
1018,0.996000
1019,0.990000
1020,1.000000
1021,0.998000
1022,0.918000
1023,1.000000
1024,1.000000
1025,0.996000
1026,0.892000
1027,0.994000
1028,1.000000
1029,1.000000
1030,1.000000
1031,0.980000
1032,1.000000
1033,0.998000
1034,0.968000
1035,0.998000
1036,0.994000
1037,0.998000
1038,0.996000
1039,0.984000
1040,0.980000
1041,0.996000
1042,0.966000
1043,0.056000
1044,0.682000
1045,0.922000
1046,0.978000
1047,0.932000
1048,0.976000
1049,0.084000
1050,0.998000
1051,0.998000
1052,0.998000
1053,0.998000
1054,0.942000
1055,0.938000
1056,1.000000
1057,0.892000
1058,0.994000
1059,0.992000
1060,0.996000
1061,0.994000
1062,0.974000
1063,0.990000
1064,0.992000
1065,1.000000
1066,1.000000
1067,0.998000
1068,0.994000
1069,0.954000
1070,1.000000
1071,0.246000
1072,1.000000
1073,0.842000
1074,0.998000
1075,1.000000
1076,0.992000
1077,0.988000
1078,0.984000
1079,1.000000
1080,0.970000
1081,0.998000
1082,1.000000
1083,0.998000
1084,0.998000
1085,0.912000
1086,1.000000
1087,0.998000
1088,0.928000
1089,0.972000
1090,1.000000
1091,0.968000
1092,0.998000
1093,1.000000
1094,0.996000
1095,0.998000
1096,0.996000
1097,0.992000
1098,0.996000
1099,0.992000
1100,0.902000
1101,0.930000
1102,0.886000
1103,0.990000
1104,0.998000
1105,0.998000
1106,1.000000
1107,1.000000
1108,0.998000
1109,0.998000
1110,0.990000
1111,1.000000
1112,0.990000
1113,0.998000
1114,0.884000
1115,0.994000
1116,0.998000
1117,0.986000
1118,0.964000
1119,0.952000
1120,0.982000
1121,0.994000
1122,0.372000
1123,0.964000
1124,0.956000
1125,0.998000
1126,0.986000
1127,0.996000
1128,0.996000
1129,1.000000
1130,0.992000
1131,0.996000
1132,0.988000
1133,0.970000
1134,1.000000
1135,0.664000
1136,0.972000
1137,0.964000
1138,1.000000
1139,0.990000
1140,0.786000
1141,0.992000
1142,0.978000
1143,0.970000
1144,0.986000
1145,0.992000
1146,1.000000
1147,0.998000
1148,0.922000
1149,0.990000
1150,0.978000
1151,0.996000
1152,0.994000
1153,0.982000
1154,0.948000
1155,1.000000
1156,0.936000
1157,0.998000
1158,0.998000
1159,1.000000
1160,0.986000
1161,0.842000
1162,0.996000
1163,0.954000
1164,0.968000
1165,1.000000
1166,0.998000
1167,1.000000
1168,0.846000
1169,0.914000
1170,1.000000
1171,0.998000
1172,0.984000
1173,0.994000
1174,0.578000
1175,1.000000
1176,0.944000
1177,0.976000
1178,0.996000
1179,0.996000
1180,0.530000
1181,0.806000
1182,0.930000
1183,0.970000
1184,0.978000
1185,0.994000
1186,1.000000
1187,0.974000
1188,0.646000
1189,1.000000
1190,0.998000
1191,1.000000
1192,0.978000
1193,1.000000
1194,0.980000
1195,0.916000
1196,0.992000
1197,1.000000
1198,0.952000
1199,1.000000
1200,1.000000
1201,0.970000
1202,1.000000
1203,1.000000
1204,1.000000
1205,0.994000
1206,0.984000
1207,0.840000
1208,1.000000
1209,0.336000
1210,0.902000
1211,0.982000
1212,0.998000
1213,0.986000
1214,0.986000
1215,1.000000
1216,0.950000
1217,0.988000
1218,0.924000
1219,0.824000
1220,0.776000
1221,0.996000
1222,0.896000
1223,0.972000
1224,0.544000
1225,0.990000
1226,0.968000
1227,1.000000
1228,0.918000
1229,1.000000
1230,1.000000
1231,0.998000
1232,0.940000
1233,0.988000
1234,0.988000
1235,1.000000
1236,0.996000
1237,0.996000
1238,1.000000
1239,0.992000
1240,0.984000
1241,0.906000
1242,0.998000
1243,0.996000
1244,1.000000
1245,1.000000
1246,0.772000
1247,0.784000
1248,1.000000
1249,0.942000
1250,1.000000
1251,0.936000
1252,0.928000
1253,0.998000
1254,1.000000
1255,0.994000
1256,1.000000
1257,0.992000
1258,0.998000
1259,0.994000
1260,0.994000
1261,0.972000
1262,0.994000
1263,0.998000
1264,0.988000
1265,0.958000
1266,0.982000
1267,0.996000
1268,0.942000
1269,1.000000
1270,0.998000
1271,0.986000
1272,0.996000
1273,0.952000
1274,0.986000
1275,1.000000
1276,0.994000
1277,1.000000
1278,0.990000
1279,0.996000
1280,0.912000
1281,0.998000
1282,0.992000
1283,0.994000
1284,0.966000
1285,0.992000
1286,0.918000
1287,0.858000
1288,0.970000
1289,0.666000
1290,0.992000
1291,1.000000
1292,0.982000
1293,0.982000
1294,0.892000
1295,1.000000
1296,0.964000
1297,1.000000
1298,0.966000
1299,1.000000
1300,0.982000
1301,0.996000
1302,0.924000
1303,0.984000
1304,1.000000
1305,0.960000
1306,0.990000
1307,0.996000
1308,0.988000
1309,0.998000
1310,0.982000
1311,0.984000
1312,0.976000
1313,0.370000
1314,0.998000
1315,0.984000
1316,1.000000
1317,0.938000
1318,0.994000
1319,1.000000
1320,0.434000
1321,0.998000
1322,0.998000
1323,1.000000
1324,1.000000
1325,0.970000
1326,0.996000
1327,0.888000
1328,0.966000
1329,0.958000
1330,0.992000
1331,1.000000
1332,0.988000
1333,0.656000
1334,0.988000
1335,0.860000
1336,0.978000
1337,1.000000
1338,0.992000
1339,0.752000
1340,0.980000
1341,0.934000
1342,1.000000
1343,0.978000
1344,1.000000
1345,1.000000
1346,0.998000
1347,1.000000
1348,0.976000
1349,0.964000
1350,0.998000
1351,0.944000
1352,0.986000
1353,0.926000
1354,0.996000
1355,0.996000
1356,0.996000
1357,0.998000
1358,0.974000
1359,0.222000
1360,0.934000
1361,1.000000
1362,0.984000
1363,0.992000
1364,0.886000
1365,0.874000
1366,0.998000
1367,0.998000
1368,1.000000
1369,1.000000
1370,0.822000
1371,1.000000
1372,0.554000
1373,0.554000
1374,0.996000
1375,0.996000
1376,0.998000
1377,0.864000
1378,0.998000
1379,0.898000
1380,0.998000
1381,1.000000
1382,1.000000
1383,1.000000
1384,0.998000
1385,0.988000
1386,1.000000
1387,0.994000
1388,0.980000
1389,1.000000
1390,0.996000
1391,0.256000
1392,0.998000
1393,0.906000
1394,0.994000
1395,0.706000
1396,0.992000
1397,1.000000
1398,0.982000
1399,0.962000
1400,0.996000
1401,0.986000
1402,0.988000
1403,0.976000
1404,0.936000
1405,0.966000
1406,1.000000
1407,0.962000
1408,1.000000
1409,0.766000
1410,0.970000
1411,0.988000
1412,0.986000
1413,0.380000
1414,0.210000
1415,0.996000
1416,0.994000
1417,0.788000
1418,0.972000
1419,0.996000
1420,1.000000
1421,1.000000
1422,0.996000
1423,1.000000
1424,0.998000
1425,0.982000
1426,0.998000
1427,0.996000
1428,0.948000
1429,0.286000
1430,0.966000
1431,1.000000
1432,1.000000
1433,0.126000
1434,0.798000
1435,0.996000
1436,1.000000
1437,1.000000
1438,0.996000
1439,0.962000
1440,0.928000
1441,0.900000
1442,1.000000
1443,0.994000
1444,1.000000
1445,0.996000
1446,0.996000
1447,0.992000
1448,0.896000
1449,0.996000
1450,0.852000
1451,0.968000
1452,0.994000
1453,0.994000
1454,0.938000
1455,1.000000
1456,0.962000
1457,0.986000
1458,0.996000
1459,0.982000
1460,0.996000
1461,1.000000
1462,0.204000
1463,1.000000
1464,0.262000
1465,0.998000
1466,0.998000
1467,0.940000
1468,0.990000
1469,0.984000
1470,0.992000
1471,1.000000
1472,0.944000
1473,0.962000
1474,0.998000
1475,0.996000
1476,1.000000
1477,0.996000
1478,0.998000
1479,0.980000
1480,0.890000
1481,1.000000
1482,0.902000
1483,0.994000
1484,0.888000
1485,1.000000
1486,0.994000
1487,0.990000
1488,0.946000
1489,0.990000
1490,0.862000
1491,1.000000
1492,0.998000
1493,0.944000
1494,0.772000
1495,0.998000
1496,0.974000
1497,0.990000
1498,0.996000
1499,0.980000
1500,0.976000
1501,0.990000
1502,0.976000
1503,0.992000
1504,0.958000
1505,0.904000
1506,0.912000
1507,0.998000
1508,1.000000
1509,1.000000
1510,0.996000
1511,0.996000
1512,0.990000
1513,0.994000
1514,0.886000
1515,0.978000
1516,0.892000
1517,0.776000
1518,0.950000
1519,0.998000
1520,0.970000
1521,1.000000
1522,0.914000
1523,0.986000
1524,0.816000
1525,0.996000
1526,1.000000
1527,0.990000
1528,0.998000
1529,0.998000
1530,1.000000
1531,0.992000
1532,0.962000
1533,0.998000
1534,0.998000
1535,0.998000
1536,0.952000
1537,0.998000
1538,1.000000
1539,0.988000
1540,1.000000
1541,0.998000
1542,0.992000
1543,0.946000
1544,0.930000
1545,1.000000
1546,0.990000
1547,0.974000
1548,0.992000
1549,0.998000
1550,0.986000
1551,0.952000
1552,0.998000
1553,0.994000
1554,1.000000
1555,0.992000
1556,0.998000
1557,0.974000
1558,1.000000
1559,0.978000
1560,0.994000
1561,1.000000
1562,0.970000
1563,0.698000
1564,0.996000
1565,0.986000
1566,0.946000
1567,1.000000
1568,0.996000
1569,0.994000
1570,0.612000
1571,0.830000
1572,0.998000
1573,0.324000
1574,1.000000
1575,0.912000
1576,0.992000
1577,0.902000
1578,0.984000
1579,1.000000
1580,0.548000
1581,0.990000
1582,0.984000
1583,0.992000
1584,1.000000
1585,1.000000
1586,0.998000
1587,0.994000
1588,0.982000
1589,1.000000
1590,1.000000
1591,0.916000
1592,0.996000
1593,0.854000
1594,0.964000
1595,0.096000
1596,0.992000
1597,0.986000
1598,0.996000
1599,0.386000
1600,0.988000
1601,0.998000
1602,0.992000
1603,0.978000
1604,0.988000
1605,0.998000
1606,0.962000
1607,0.932000
1608,0.828000
1609,0.968000
1610,0.970000
1611,1.000000
1612,0.992000
1613,0.998000
1614,0.998000
1615,1.000000
1616,1.000000
1617,0.416000
1618,1.000000
1619,1.000000
1620,0.764000
1621,0.688000
1622,0.944000
1623,0.894000
1624,0.996000
1625,0.982000
1626,1.000000
1627,0.676000
1628,0.946000
1629,0.856000
1630,0.962000
1631,1.000000
1632,0.972000
1633,0.940000
1634,0.986000
1635,0.910000
1636,0.984000
1637,0.996000
1638,0.998000
1639,0.994000
1640,0.992000
1641,0.998000
1642,0.994000
1643,0.998000
1644,0.994000
1645,0.860000
1646,0.996000
1647,0.970000
1648,1.000000
1649,0.972000
1650,1.000000
1651,0.664000
1652,0.996000
1653,0.982000
1654,0.996000
1655,0.978000
1656,0.984000
1657,0.980000
1658,0.876000
1659,0.906000
1660,1.000000
1661,0.996000
1662,1.000000
1663,0.998000
1664,0.994000
1665,0.998000
1666,0.998000
1667,0.794000
1668,1.000000
1669,0.998000
1670,0.988000
1671,0.848000
1672,0.976000
1673,0.986000
1674,1.000000
1675,0.392000
1676,0.086000
1677,0.948000
1678,1.000000
1679,0.996000
1680,0.998000
1681,0.914000
1682,1.000000
1683,0.992000
1684,0.874000
1685,0.944000
1686,0.986000
1687,0.974000
1688,0.978000
1689,1.000000
1690,1.000000
1691,0.994000
1692,1.000000
1693,1.000000
1694,0.640000
1695,1.000000
1696,0.996000
1697,0.994000
1698,0.944000
1699,0.992000
1700,1.000000
1701,0.988000
1702,1.000000
1703,0.994000
1704,0.998000
1705,0.994000
1706,0.974000
1707,0.996000
1708,0.936000
1709,0.988000
1710,1.000000
1711,0.976000
1712,0.998000
1713,0.690000
1714,0.988000
1715,0.924000
1716,0.988000
1717,0.982000
1718,0.054000
1719,0.984000
1720,1.000000
1721,0.996000
1722,0.852000
1723,0.996000
1724,0.996000
1725,0.988000
1726,0.994000
1727,0.994000
1728,0.998000
1729,0.996000
1730,0.972000
1731,0.984000
1732,1.000000
1733,1.000000
1734,0.974000
1735,0.996000
1736,0.850000
1737,0.866000
1738,1.000000
1739,0.998000
1740,0.998000
1741,0.988000
1742,1.000000
1743,0.854000
1744,0.982000
1745,0.998000
1746,1.000000
1747,1.000000
1748,0.990000
1749,1.000000
1750,0.988000
1751,0.994000
1752,0.984000
1753,1.000000
1754,0.996000
1755,0.972000
1756,0.998000
1757,0.962000
1758,1.000000
1759,0.998000
1760,0.990000
1761,0.578000
1762,0.976000
1763,0.996000
1764,0.968000
1765,1.000000
1766,0.972000
1767,0.938000
1768,0.108000
1769,0.930000
1770,0.966000
1771,0.996000
1772,1.000000
1773,0.992000
1774,0.926000
1775,0.996000
1776,0.916000
1777,0.934000
1778,0.486000
1779,1.000000
1780,0.890000
1781,0.934000
1782,0.830000
1783,1.000000
1784,0.950000
1785,1.000000
1786,0.996000
1787,0.986000
1788,0.976000
1789,0.976000
1790,0.998000
1791,0.896000
1792,1.000000
1793,0.994000
1794,0.846000
1795,1.000000
1796,0.962000
1797,0.856000
1798,0.998000
1799,0.998000
1800,0.948000
1801,0.998000
1802,0.996000
1803,0.998000
1804,1.000000
1805,0.916000
1806,1.000000
1807,0.994000
1808,0.998000
1809,1.000000
1810,0.996000
1811,0.992000
1812,0.998000
1813,0.658000
1814,0.998000
1815,1.000000
1816,0.996000
1817,0.996000
1818,1.000000
1819,0.996000
1820,0.994000
1821,0.992000
1822,1.000000
1823,0.984000
1824,0.350000
1825,0.992000
1826,0.994000
1827,0.998000
1828,0.994000
1829,0.996000
1830,0.924000
1831,0.984000
1832,1.000000
1833,0.996000
1834,0.988000
1835,0.978000
1836,0.990000
1837,1.000000
1838,0.980000
1839,0.944000
1840,0.978000
1841,1.000000
1842,0.996000
1843,0.998000
1844,0.998000
1845,0.996000
1846,0.884000
1847,0.998000
1848,1.000000
1849,1.000000
1850,0.984000
1851,0.904000
1852,0.994000
1853,0.550000
1854,0.984000
1855,1.000000
1856,1.000000
1857,0.994000
1858,0.618000
1859,0.996000
1860,0.364000
1861,0.962000
1862,0.990000
1863,0.984000
1864,0.982000
1865,0.998000
1866,1.000000
1867,0.996000
1868,0.990000
1869,0.966000
1870,0.940000
1871,0.998000
1872,0.982000
1873,0.378000
